station_name,is_weekend,hour,avg_count
경성대부경대,True,23,315.5
경성대부경대,True,0,54.7
고촌,False,1,0.1
고촌,False,2,0.1
고촌,False,3,0.0
고촌,False,4,1.6
고촌,False,5,6.3
고촌,False,6,19.4
고촌,False,7,57.5
고촌,False,8,68.6
고촌,False,9,31.5
고촌,False,10,29.8
고촌,False,11,37.1
고촌,False,12,35.0
고촌,False,13,32.8
고촌,False,14,31.4
고촌,False,15,33.4
고촌,False,16,33.2
고촌,False,17,37.2
고촌,False,18,46.3
고촌,False,19,18.3
고촌,False,20,11.8
고촌,False,21,9.4
고촌,False,22,6.4
고촌,False,23,4.1
고촌,False,0,3.0
고촌,True,1,0.2
고촌,True,2,0.0
고촌,True,3,0.0
고촌,True,4,1.2
고촌,True,5,5.0
고촌,True,6,13.8
고촌,True,7,20.6
고촌,True,8,28.6
고촌,True,9,31.9
고촌,True,10,33.0
고촌,True,11,33.7
고촌,True,12,31.5
고촌,True,13,28.8
고촌,True,14,29.9
고촌,True,15,29.1
고촌,True,16,28.1
고촌,True,17,29.2
고촌,True,18,19.4
고촌,True,19,15.7
고촌,True,20,10.0
고촌,True,21,8.5
고촌,True,22,6.0
고촌,True,23,4.0
고촌,True,0,2.6
광안,False,1,0.9
광안,False,2,1.8
광안,False,3,0.5
광안,False,4,3.2
광안,False,5,82.5
광안,False,6,198.9
광안,False,7,478.2
광안,False,8,1007.2
광안,False,9,624.3
광안,False,10,545.8
광안,False,11,627.8
광안,False,12,663.1
광안,False,13,672.5
광안,False,14,712.6
광안,False,15,797.1
광안,False,16,878.5
광안,False,17,984.2
광안,False,18,1117.8
광안,False,19,667.8
광안,False,20,505.9
광안,False,21,419.6
광안,False,22,310.8
광안,False,23,169.4
광안,False,0,38.6
광안,True,1,1.6
광안,True,2,2.5
광안,True,3,0.4
광안,True,4,2.9
광안,True,5,64.6
광안,True,6,125.2
광안,True,7,177.3
광안,True,8,347.9
광안,True,9,453.8
광안,True,10,573.1
광안,True,11,722.0
광안,True,12,829.1
광안,True,13,882.2
광안,True,14,909.2
광안,True,15,1012.1
광안,True,16,1092.7
광안,True,17,1131.5
광안,True,18,1036.8
광안,True,19,958.1
광안,True,20,988.3
광안,True,21,744.2
광안,True,22,534.4
광안,True,23,276.8
광안,True,0,48.8
괴정,False,1,0.1
괴정,False,2,0.1
괴정,False,3,0.0
괴정,False,4,6.9
괴정,False,5,88.4
괴정,False,6,237.6
괴정,False,7,480.0
괴정,False,8,762.3
괴정,False,9,537.3
괴정,False,10,530.6
괴정,False,11,639.3
괴정,False,12,649.4
괴정,False,13,647.2
괴정,False,14,664.8
괴정,False,15,745.2
괴정,False,16,772.9
괴정,False,17,852.9
괴정,False,18,822.6
괴정,False,19,404.9
괴정,False,20,284.3
괴정,False,21,235.1
괴정,False,22,177.2
괴정,False,23,79.6
괴정,False,0,24.3
괴정,True,1,0.5
괴정,True,2,0.0
괴정,True,3,0.0
괴정,True,4,6.0
괴정,True,5,66.0
괴정,True,6,127.3
괴정,True,7,161.7
괴정,True,8,288.8
괴정,True,9,373.3
괴정,True,10,452.5
괴정,True,11,508.2
괴정,True,12,589.4
괴정,True,13,593.0
괴정,True,14,558.9
괴정,True,15,599.7
괴정,True,16,605.5
괴정,True,17,573.7
괴정,True,18,446.7
괴정,True,19,312.5
괴정,True,20,265.7
괴정,True,21,207.5
괴정,True,22,165.3
괴정,True,23,82.4
괴정,True,0,27.6
교대,False,1,0.1
교대,False,2,0.2
교대,False,3,0.0
교대,False,4,1.8
교대,False,5,123.8
교대,False,6,337.8
교대,False,7,934.3
교대,False,8,1962.8
교대,False,9,949.3
교대,False,10,719.1
교대,False,11,755.7
교대,False,12,815.9
교대,False,13,759.9
교대,False,14,797.7
교대,False,15,907.5
교대,False,16,1035.7
교대,False,17,1294.9
교대,False,18,1649.4
교대,False,19,719.9
교대,False,20,507.5
교대,False,21,436.0
교대,False,22,295.5
교대,False,23,148.0
교대,False,0,16.9
교대,True,1,0.5
교대,True,2,0.1
교대,True,3,0.0
교대,True,4,1.6
교대,True,5,82.9
교대,True,6,189.7
교대,True,7,271.9
교대,True,8,494.2
교대,True,9,626.9
교대,True,10,717.2
교대,True,11,811.4
교대,True,12,754.8
교대,True,13,860.9
교대,True,14,784.2
교대,True,15,810.4
교대,True,16,826.6
교대,True,17,786.8
교대,True,18,641.3
교대,True,19,541.6
교대,True,20,438.0
교대,True,21,361.8
교대,True,22,269.4
교대,True,23,138.2
교대,True,0,14.6
구남,False,1,0.2
구남,False,2,0.2
구남,False,3,1.7
구남,False,4,2.3
구남,False,5,72.3
구남,False,6,151.1
구남,False,7,333.6
구남,False,8,490.3
구남,False,9,265.4
구남,False,10,226.9
구남,False,11,250.3
구남,False,12,269.6
구남,False,13,258.4
구남,False,14,259.1
구남,False,15,297.2
구남,False,16,362.1
구남,False,17,403.8
구남,False,18,405.5
구남,False,19,220.7
구남,False,20,165.0
구남,False,21,129.6
구남,False,22,96.3
구남,False,23,52.9
구남,False,0,10.2
구남,True,1,0.7
구남,True,2,0.2
구남,True,3,1.3
구남,True,4,1.6
구남,True,5,47.8
구남,True,6,78.4
구남,True,7,112.9
구남,True,8,185.6
구남,True,9,200.5
구남,True,10,215.7
구남,True,11,237.0
구남,True,12,244.7
구남,True,13,238.5
구남,True,14,228.9
구남,True,15,253.5
구남,True,16,262.6
구남,True,17,262.6
구남,True,18,202.6
구남,True,19,151.5
구남,True,20,136.4
구남,True,21,113.0
구남,True,22,85.5
구남,True,23,48.7
구남,True,0,11.3
구명,False,1,0.5
구명,False,2,0.6
구명,False,3,0.2
구명,False,4,2.7
구명,False,5,61.6
구명,False,6,121.3
구명,False,7,257.0
구명,False,8,392.2
구명,False,9,226.3
구명,False,10,178.8
구명,False,11,184.4
구명,False,12,199.1
구명,False,13,191.9
구명,False,14,182.9
구명,False,15,205.2
구명,False,16,268.8
구명,False,17,292.3
구명,False,18,278.7
구명,False,19,144.3
구명,False,20,112.9
구명,False,21,89.4
구명,False,22,71.5
구명,False,23,37.7
구명,False,0,9.1
구명,True,1,0.5
구명,True,2,0.5
구명,True,3,0.0
구명,True,4,1.8
구명,True,5,36.1
구명,True,6,64.0
구명,True,7,81.5
구명,True,8,140.6
구명,True,9,162.1
구명,True,10,177.2
구명,True,11,176.2
구명,True,12,174.4
구명,True,13,163.3
구명,True,14,153.8
구명,True,15,165.7
구명,True,16,180.9
구명,True,17,180.5
구명,True,18,137.3
구명,True,19,103.5
구명,True,20,91.5
구명,True,21,75.8
구명,True,22,61.7
구명,True,23,37.8
구명,True,0,10.0
구서,False,1,0.3
구서,False,2,0.3
구서,False,3,0.0
구서,False,4,3.3
구서,False,5,74.3
구서,False,6,231.8
구서,False,7,623.4
구서,False,8,1016.0
구서,False,9,603.3
구서,False,10,501.8
구서,False,11,546.2
구서,False,12,612.9
구서,False,13,620.7
구서,False,14,572.7
구서,False,15,688.3
구서,False,16,833.0
구서,False,17,904.8
구서,False,18,1039.4
구서,False,19,506.4
구서,False,20,378.4
구서,False,21,328.8
구서,False,22,226.2
구서,False,23,130.6
구서,False,0,26.8
구서,True,1,0.5
구서,True,2,0.1
구서,True,3,0.0
구서,True,4,2.7
구서,True,5,51.2
구서,True,6,120.6
구서,True,7,177.0
구서,True,8,322.6
구서,True,9,402.9
구서,True,10,478.6
구서,True,11,514.9
구서,True,12,557.7
구서,True,13,562.8
구서,True,14,536.9
구서,True,15,555.6
구서,True,16,578.1
구서,True,17,579.9
구서,True,18,502.6
구서,True,19,380.9
구서,True,20,327.5
구서,True,21,268.6
구서,True,22,198.3
구서,True,23,116.6
구서,True,0,25.5
구포,False,1,0.1
구포,False,2,0.2
구포,False,3,0.2
구포,False,4,1.2
구포,False,5,50.2
구포,False,6,134.1
구포,False,7,262.0
구포,False,8,324.1
구포,False,9,184.4
구포,False,10,179.4
구포,False,11,181.2
구포,False,12,198.5
구포,False,13,225.0
구포,False,14,159.6
구포,False,15,219.1
구포,False,16,256.6
구포,False,17,281.2
구포,False,18,338.9
구포,False,19,156.3
구포,False,20,159.9
구포,False,21,89.4
구포,False,22,67.3
구포,False,23,31.1
구포,False,0,6.1
구포,True,1,0.7
구포,True,2,0.2
구포,True,3,0.1
구포,True,4,1.2
구포,True,5,40.1
구포,True,6,89.6
구포,True,7,140.4
구포,True,8,192.1
구포,True,9,231.6
구포,True,10,224.9
구포,True,11,227.7
구포,True,12,273.9
구포,True,13,300.8
구포,True,14,223.7
구포,True,15,263.4
구포,True,16,305.4
구포,True,17,233.5
구포,True,18,233.3
구포,True,19,187.2
구포,True,20,206.9
구포,True,21,121.7
구포,True,22,88.0
구포,True,23,38.7
구포,True,0,7.0
국제금융센터부산은행,False,1,0.1
국제금융센터부산은행,False,2,0.2
국제금융센터부산은행,False,3,0.1
국제금융센터부산은행,False,4,0.2
국제금융센터부산은행,False,5,51.9
국제금융센터부산은행,False,6,110.0
국제금융센터부산은행,False,7,392.5
국제금융센터부산은행,False,8,1230.7
국제금융센터부산은행,False,9,324.0
국제금융센터부산은행,False,10,215.3
국제금융센터부산은행,False,11,247.2
국제금융센터부산은행,False,12,250.6
국제금융센터부산은행,False,13,236.9
국제금융센터부산은행,False,14,249.2
국제금융센터부산은행,False,15,265.0
국제금융센터부산은행,False,16,308.6
국제금융센터부산은행,False,17,488.4
국제금융센터부산은행,False,18,961.8
국제금융센터부산은행,False,19,254.7
국제금융센터부산은행,False,20,176.0
국제금융센터부산은행,False,21,149.0
국제금융센터부산은행,False,22,104.3
국제금융센터부산은행,False,23,51.3
국제금융센터부산은행,False,0,5.5
국제금융센터부산은행,True,1,0.4
국제금융센터부산은행,True,2,0.0
국제금융센터부산은행,True,3,0.0
국제금융센터부산은행,True,4,0.3
국제금융센터부산은행,True,5,30.8
국제금융센터부산은행,True,6,54.3
국제금융센터부산은행,True,7,91.2
국제금융센터부산은행,True,8,132.8
국제금융센터부산은행,True,9,155.4
국제금융센터부산은행,True,10,195.7
국제금융센터부산은행,True,11,224.6
국제금융센터부산은행,True,12,223.5
국제금융센터부산은행,True,13,253.3
국제금융센터부산은행,True,14,214.1
국제금융센터부산은행,True,15,222.5
국제금융센터부산은행,True,16,243.2
국제금융센터부산은행,True,17,255.9
국제금융센터부산은행,True,18,201.0
국제금융센터부산은행,True,19,142.7
국제금융센터부산은행,True,20,113.1
국제금융센터부산은행,True,21,133.8
국제금융센터부산은행,True,22,85.5
국제금융센터부산은행,True,23,44.2
국제금융센터부산은행,True,0,5.9
금곡,False,1,0.2
금곡,False,2,0.1
금곡,False,3,0.0
금곡,False,4,3.6
금곡,False,5,32.5
금곡,False,6,92.5
금곡,False,7,172.4
금곡,False,8,281.4
금곡,False,9,159.7
금곡,False,10,136.4
금곡,False,11,158.2
금곡,False,12,169.7
금곡,False,13,149.4
금곡,False,14,144.7
금곡,False,15,154.3
금곡,False,16,193.2
금곡,False,17,192.0
금곡,False,18,189.1
금곡,False,19,92.4
금곡,False,20,64.1
금곡,False,21,54.0
금곡,False,22,35.8
금곡,False,23,19.2
금곡,False,0,6.9
금곡,True,1,0.4
금곡,True,2,0.1
금곡,True,3,0.0
금곡,True,4,3.1
금곡,True,5,22.0
금곡,True,6,53.3
금곡,True,7,62.5
금곡,True,8,98.9
금곡,True,9,115.7
금곡,True,10,129.8
금곡,True,11,139.2
금곡,True,12,140.3
금곡,True,13,132.7
금곡,True,14,123.4
금곡,True,15,133.6
금곡,True,16,145.1
금곡,True,17,123.0
금곡,True,18,95.5
금곡,True,19,72.5
금곡,True,20,55.1
금곡,True,21,48.4
금곡,True,22,33.2
금곡,True,23,19.5
금곡,True,0,7.1
금련산,False,1,0.1
금련산,False,2,0.2
금련산,False,3,0.0
금련산,False,4,1.0
금련산,False,5,48.9
금련산,False,6,134.4
금련산,False,7,342.3
금련산,False,8,834.4
금련산,False,9,473.9
금련산,False,10,445.6
금련산,False,11,510.5
금련산,False,12,515.7
금련산,False,13,540.3
금련산,False,14,557.9
금련산,False,15,595.7
금련산,False,16,675.5
금련산,False,17,755.1
금련산,False,18,834.3
금련산,False,19,461.0
금련산,False,20,369.4
금련산,False,21,296.9
금련산,False,22,211.8
금련산,False,23,106.3
금련산,False,0,14.5
금련산,True,1,0.7
금련산,True,2,0.1
금련산,True,3,0.0
금련산,True,4,0.7
금련산,True,5,40.5
금련산,True,6,87.7
금련산,True,7,126.6
금련산,True,8,245.5
금련산,True,9,323.3
금련산,True,10,407.3
금련산,True,11,515.4
금련산,True,12,568.6
금련산,True,13,635.8
금련산,True,14,628.2
금련산,True,15,659.8
금련산,True,16,697.6
금련산,True,17,754.9
금련산,True,18,700.3
금련산,True,19,604.8
금련산,True,20,607.6
금련산,True,21,431.2
금련산,True,22,294.4
금련산,True,23,155.2
금련산,True,0,19.8
금사,False,1,0.1
금사,False,2,0.0
금사,False,3,0.0
금사,False,4,1.4
금사,False,5,31.0
금사,False,6,67.9
금사,False,7,206.4
금사,False,8,261.3
금사,False,9,104.3
금사,False,10,75.8
금사,False,11,89.5
금사,False,12,127.0
금사,False,13,118.0
금사,False,14,97.2
금사,False,15,93.6
금사,False,16,120.3
금사,False,17,264.1
금사,False,18,192.0
금사,False,19,58.5
금사,False,20,37.3
금사,False,21,25.4
금사,False,22,13.4
금사,False,23,7.8
금사,False,0,3.1
금사,True,1,0.1
금사,True,2,0.0
금사,True,3,0.0
금사,True,4,0.6
금사,True,5,17.4
금사,True,6,28.7
금사,True,7,51.3
금사,True,8,63.1
금사,True,9,64.2
금사,True,10,60.6
금사,True,11,67.4
금사,True,12,71.8
금사,True,13,67.7
금사,True,14,66.9
금사,True,15,65.2
금사,True,16,77.8
금사,True,17,83.7
금사,True,18,49.9
금사,True,19,36.3
금사,True,20,26.1
금사,True,21,20.7
금사,True,22,12.1
금사,True,23,7.8
금사,True,0,3.5
낙민,False,1,0.1
낙민,False,2,0.0
낙민,False,3,0.0
낙민,False,4,0.2
낙민,False,5,35.9
낙민,False,6,51.6
낙민,False,7,126.3
낙민,False,8,224.4
낙민,False,9,113.0
낙민,False,10,97.4
낙민,False,11,113.9
낙민,False,12,129.6
낙민,False,13,111.9
낙민,False,14,114.9
낙민,False,15,120.5
낙민,False,16,150.9
낙민,False,17,146.1
낙민,False,18,151.6
낙민,False,19,71.7
낙민,False,20,47.1
낙민,False,21,37.6
낙민,False,22,21.0
낙민,False,23,13.9
낙민,False,0,4.4
낙민,True,1,0.2
낙민,True,2,0.0
낙민,True,3,0.0
낙민,True,4,0.2
낙민,True,5,23.0
낙민,True,6,28.6
낙민,True,7,44.7
낙민,True,8,69.5
낙민,True,9,70.7
낙민,True,10,80.3
낙민,True,11,87.4
낙민,True,12,93.8
낙민,True,13,92.7
낙민,True,14,84.2
낙민,True,15,86.1
낙민,True,16,97.7
낙민,True,17,87.2
낙민,True,18,66.2
낙민,True,19,51.2
낙민,True,20,33.9
낙민,True,21,26.5
낙민,True,22,17.6
낙민,True,23,13.3
낙민,True,0,3.8
남산,False,1,0.3
남산,False,2,0.1
남산,False,3,0.0
남산,False,4,4.1
남산,False,5,61.2
남산,False,6,149.0
남산,False,7,280.4
남산,False,8,568.3
남산,False,9,401.7
남산,False,10,321.3
남산,False,11,335.8
남산,False,12,372.6
남산,False,13,353.5
남산,False,14,331.9
남산,False,15,373.4
남산,False,16,418.7
남산,False,17,500.4
남산,False,18,504.1
남산,False,19,282.3
남산,False,20,208.9
남산,False,21,191.1
남산,False,22,162.5
남산,False,23,95.9
남산,False,0,21.8
남산,True,1,0.6
남산,True,2,0.1
남산,True,3,0.0
남산,True,4,2.9
남산,True,5,43.7
남산,True,6,104.7
남산,True,7,117.6
남산,True,8,204.9
남산,True,9,273.5
남산,True,10,311.8
남산,True,11,298.3
남산,True,12,294.1
남산,True,13,314.8
남산,True,14,304.8
남산,True,15,320.6
남산,True,16,347.9
남산,True,17,347.6
남산,True,18,272.9
남산,True,19,228.5
남산,True,20,191.0
남산,True,21,184.5
남산,True,22,134.4
남산,True,23,98.4
남산,True,0,24.5
남산정,False,1,0.3
남산정,False,2,0.3
남산정,False,3,0.0
남산정,False,4,0.6
남산정,False,5,104.2
남산정,False,6,176.8
남산정,False,7,398.8
남산정,False,8,559.7
남산정,False,9,339.8
남산정,False,10,282.7
남산정,False,11,308.5
남산정,False,12,320.8
남산정,False,13,325.0
남산정,False,14,295.9
남산정,False,15,328.7
남산정,False,16,348.9
남산정,False,17,394.6
남산정,False,18,387.3
남산정,False,19,194.7
남산정,False,20,133.5
남산정,False,21,107.7
남산정,False,22,64.9
남산정,False,23,44.0
남산정,False,0,8.9
남산정,True,1,0.3
남산정,True,2,0.2
남산정,True,3,0.0
남산정,True,4,0.6
남산정,True,5,72.3
남산정,True,6,90.6
남산정,True,7,131.7
남산정,True,8,202.8
남산정,True,9,254.1
남산정,True,10,272.2
남산정,True,11,296.5
남산정,True,12,292.1
남산정,True,13,288.4
남산정,True,14,283.4
남산정,True,15,282.2
남산정,True,16,290.2
남산정,True,17,258.7
남산정,True,18,201.5
남산정,True,19,146.3
남산정,True,20,116.0
남산정,True,21,92.9
남산정,True,22,57.8
남산정,True,23,44.0
남산정,True,0,8.9
남양산,False,1,0.2
남양산,False,2,0.3
남양산,False,3,0.3
남양산,False,4,4.3
남양산,False,5,45.6
남양산,False,6,117.6
남양산,False,7,289.6
남양산,False,8,310.6
남양산,False,9,178.3
남양산,False,10,156.9
남양산,False,11,172.1
남양산,False,12,173.3
남양산,False,13,187.9
남양산,False,14,175.4
남양산,False,15,205.5
남양산,False,16,248.4
남양산,False,17,291.8
남양산,False,18,299.8
남양산,False,19,179.2
남양산,False,20,119.0
남양산,False,21,111.1
남양산,False,22,112.8
남양산,False,23,68.1
남양산,False,0,24.7
남양산,True,1,0.6
남양산,True,2,0.2
남양산,True,3,0.2
남양산,True,4,3.8
남양산,True,5,30.4
남양산,True,6,60.9
남양산,True,7,95.7
남양산,True,8,128.4
남양산,True,9,161.4
남양산,True,10,180.2
남양산,True,11,198.6
남양산,True,12,198.1
남양산,True,13,195.5
남양산,True,14,197.4
남양산,True,15,213.6
남양산,True,16,230.3
남양산,True,17,213.9
남양산,True,18,162.7
남양산,True,19,152.6
남양산,True,20,122.7
남양산,True,21,98.4
남양산,True,22,101.6
남양산,True,23,68.6
남양산,True,0,27.8
남천,False,1,0.2
남천,False,2,0.1
남천,False,3,1.2
남천,False,4,1.0
남천,False,5,59.7
남천,False,6,151.4
남천,False,7,406.8
남천,False,8,867.1
남천,False,9,585.6
남천,False,10,485.6
남천,False,11,524.3
남천,False,12,574.7
남천,False,13,585.0
남천,False,14,530.7
남천,False,15,610.2
남천,False,16,753.2
남천,False,17,771.0
남천,False,18,852.1
남천,False,19,421.5
남천,False,20,295.2
남천,False,21,264.3
남천,False,22,187.0
남천,False,23,93.0
남천,False,0,15.1
남천,True,1,0.2
남천,True,2,0.0
남천,True,3,1.0
남천,True,4,0.6
남천,True,5,44.1
남천,True,6,88.7
남천,True,7,131.2
남천,True,8,264.6
남천,True,9,399.1
남천,True,10,444.2
남천,True,11,477.1
남천,True,12,539.1
남천,True,13,578.9
남천,True,14,533.5
남천,True,15,539.7
남천,True,16,585.3
남천,True,17,518.3
남천,True,18,452.9
남천,True,19,311.6
남천,True,20,264.4
남천,True,21,206.3
남천,True,22,140.4
남천,True,23,76.8
남천,True,0,14.1
남포,False,1,0.4
남포,False,2,0.3
남포,False,3,0.0
남포,False,4,2.9
남포,False,5,119.9
남포,False,6,336.0
남포,False,7,727.4
남포,False,8,1276.3
남포,False,9,953.1
남포,False,10,998.6
남포,False,11,1197.1
남포,False,12,1247.4
남포,False,13,1293.7
남포,False,14,1344.2
남포,False,15,1460.0
남포,False,16,1515.6
남포,False,17,1715.1
남포,False,18,1761.4
남포,False,19,976.3
남포,False,20,833.2
남포,False,21,574.3
남포,False,22,362.1
남포,False,23,164.6
남포,False,0,32.2
남포,True,1,4.5
남포,True,2,0.2
남포,True,3,0.0
남포,True,4,2.9
남포,True,5,92.4
남포,True,6,192.1
남포,True,7,277.4
남포,True,8,497.9
남포,True,9,812.7
남포,True,10,1096.9
남포,True,11,1412.7
남포,True,12,1572.3
남포,True,13,1705.6
남포,True,14,1784.4
남포,True,15,1850.7
남포,True,16,1832.4
남포,True,17,1674.9
남포,True,18,1374.8
남포,True,19,1093.6
남포,True,20,944.7
남포,True,21,625.7
남포,True,22,379.7
남포,True,23,180.3
남포,True,0,37.1
낫개,False,1,0.5
낫개,False,2,0.4
낫개,False,3,0.0
낫개,False,4,8.5
낫개,False,5,63.0
낫개,False,6,159.2
낫개,False,7,350.0
낫개,False,8,459.2
낫개,False,9,317.8
낫개,False,10,302.8
낫개,False,11,333.4
낫개,False,12,329.7
낫개,False,13,331.4
낫개,False,14,327.6
낫개,False,15,368.0
낫개,False,16,393.8
낫개,False,17,431.4
낫개,False,18,434.9
낫개,False,19,259.3
낫개,False,20,176.2
